"origin","nb_outlinks","outlinks","weights","nb_airlines"
"LAS","173","ABQ ACV ALB AMA AMS ANC APA ATL ATW AUS AVL AZA BDL BHM BIL BIS BLI BLV BNA BOI BOS BUF BUR BWI BZN CAK CCR CDG CID CLD CLE CLT CMH COS CUN CVG DAL DCA DEN DFW DSM DTW DUB EAU ELP EUG EWR FAR FAT FCA FLL FNT FRA FSD FWA GDL GEG GJT GPT GRI GRR GTF GUP HNL HOU HSV IAD IAH ICN ICT IDA IND ITO JAX JFK KOA LAX LBB LEX LGB LHR LIH LIT LNK LRD MAF MAN MCE MCI MCO MDW MEM MEX MFE MFR MIA MKE MLI MOT MRY MSO MSP MSY MTY OAK OGG OKC OMA ONT ORD ORF PAE PDX PGA PHL PHX PIA PIT PSC PSP PTY PVR PVU RAP RDM RDU RFD RIC RNO RSW SAL SAN SAT SBA SBN SCF SCK SDF SEA SFO SGF SHV SJC SJD SJO SLC SMF SMO SMX SNA STL STS SYD SYR TPA TUL TUS TWF TYS VNY VPS XNA XWA YEG YLW YQR YUL YVR YWG YXE YYC YYZ ZRH","1 1 1 1 1 2 1 3 1 3 1 1 1 1 1 1 1 1 1 2 2 1 3 1 2 1 1 1 1 1 3 1 1 1 1 3 2 2 3 2 2 2 1 1 2 2 2 1 2 1 2 1 2 1 1 3 2 1 1 1 2 1 1 2 1 1 2 2 1 2 1 3 1 1 3 1 6 1 1 1 2 1 1 1 1 1 1 2 1 3 1 3 3 1 1 1 3 1 1 1 1 3 2 2 2 2 2 2 2 4 1 1 3 1 2 3 1 1 1 1 1 2 1 1 1 3 1 1 3 1 1 4 2 1 1 1 1 1 4 4 1 1 2 3 1 4 2 1 1 5 2 2 1 1 1 2 2 1 1 1 1 1 1 2 1 1 2 3 1 1 1 4 1","36"
"LAU","4","KWY MBA NBO WIL","1 1 1 2","3"
"LAW","1","DFW","1","1"
"LAX","182","ABQ ACV AGU AKL AMS ANC ASE ATL AUS BCN BFL BJX BKK BNA BNE BOI BOS BUF BWI BZE BZN CAI CAN CDG CHS CLE CLT CMH CMN CPH CSW CUN CVG DAL DCA DEN DFW DOH DSM DTW DUB DXB EGE ELP EUG EWR FAT FCA FCO FLL FRA GCM GDL GEG GRU GSP GUA HDN HEL HKG HND HNL HOU IAD IAH ICN IND IPL IST JAC JAX JED JFK KIX KOA LAP LAS LHR LIH LIM LIR LIS LTO MAD MCE MCI MCO MDW MEL MEM MEX MFR MIA MLM MNL MRY MSN MSO MSP MSY MTJ MTY MUC MZT NAN NRT OAK OAX OGG OKC OMA ORD ORF ORY PAE PBC PBI PDX PEK PHL PHX PIT PPT PRC PSC PSP PTY PVD PVG PVR PWM QRO RDD RDM RDU RIC RNO RSW SAF SAL SAN SAT SBA SBP SCL SDF SEA SFO SGN SGU SIN SJC SJD SJO SLC SMF STL STS SUN SYD SZX TFU TLV TPA TPE TPQ TUL TUS UPN VIE WAW XMN XNA YEG YUL YVR YYC YYZ ZCL ZIH ZLO ZRH","3 1 1 4 1 1 3 3 5 1 1 1 1 3 2 3 4 1 2 1 4 1 1 3 1 2 1 2 1 1 1 3 1 1 3 5 3 1 1 1 1 1 3 2 1 3 1 1 1 3 2 1 4 2 1 1 4 1 1 3 5 6 1 2 4 3 2 1 1 4 1 1 3 1 5 1 6 4 5 2 3 1 1 1 1 3 5 1 3 1 5 1 2 1 1 1 1 1 2 3 1 1 1 1 1 5 1 1 5 1 1 4 1 1 1 1 2 4 2 2 7 3 2 1 1 1 1 1 3 4 1 1 1 2 2 1 4 1 1 3 2 4 1 1 1 1 5 7 1 1 1 3 4 5 5 5 2 1 2 4 1 1 1 3 3 1 1 3 1 1 1 1 1 1 1 6 1 2 1 1 1 1","77"
"LBA","77","ACE ADB AGA AGP ALC AMS AYT BCN BER BFS BHD BJV BOJ BTS BUD CDG CFU CGN CHQ CLJ CMF CPH CTA DBV DLM DUB EFL EGC FAO FCO FNC FUE GCI GDN GRO GVA HER HRG IBZ JSI KEF KGS KRK LCA LEI LIG LPA MAH MLA NAP NCE OPO OTP PFO PGF PMI POZ PRG PRO PSA RAK REU RHO RIX SKG SPU SSH SZG TFS TLL VIE VRN WAW WRO XRY ZAD ZTH","2 1 2 3 2 1 2 2 1 1 1 1 1 1 1 2 2 1 2 1 1 1 1 2 1 2 1 1 2 1 1 2 1 1 2 2 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 4 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1","9"
"LBB","8","AUS DAL DEN DFW HOU IAH LAS PHX","1 1 2 2 1 1 1 1","4"
"LBC","5","AGP AYT MUC PMI STN","1 1 1 1 1","3"
"LBD","17","CEK DME DYU KHG KJA KUF KZN LED MRV OVB SGC SVX TJM UFA URC VKO ZIA","1 2 1 1 1 1 1 1 1 1 2 1 3 1 1 1 1","7"
"LBE","0","","","0"
"LBF","1","DEN","1","1"
"LBJ","11","BJW CGK DPS ENE KOE KUL LOP MOF SIN SUB WGP","1 4 2 1 1 1 1 1 1 1 1","8"
"LBL","2","DDC DEN","1 1","1"
"LBP","3","BBN MUR MYY","1 1 1","1"
"LBR","3","CIZ MAO PVH","1 1 1","1"
"LBS","2","NAN SUV","1 2","2"
"LBU","3","BKI KUL MYY","1 2 1","3"
"LBV","27","ABJ ADD BGF BZV CDG CMN COO DLA FIH IST JNB KGL KOU LAD LFW LOS MJL MKU MVB NSI OYE PCP PNR POG SSG TCH TMS","1 1 1 2 1 1 3 5 1 1 2 1 1 1 1 1 1 1 2 4 2 1 5 2 1 1 2","12"
"LBW","2","LNU NNX","1 1","1"
"LCA","113","AAL ALA AMM AMS ARN ATH AUH BAH BCM BCN BEG BER BEY BFS BGO BHX BLE BLL BOH BRN BRS BRU BSL BTS BUD CAI CDG CLJ CPH CRA CWL DEB DOH DUS DXB EDI EMA EVN FCO FRA GDN GHV GLA GOT GVA HAJ HAM HEL HER HFA IAS JSI JTR KRK KSC KTW KUT KWI LBA LGW LHR LLA LPL LTN LWN MAD MAN MLA MMX MUC MXP NCL NQZ NRK OMR ORB ORY OSL OTP POZ PRG PVK RDO RHO RIX RMO SBZ SCV SKG SKP SOF STN STR SVG SZG TBS TGM TIA TLL TLV TRD TRF TSR TZL UME VAR VCE VIE VNO VXO WAW WRO ZRH","1 1 1 2 4 4 1 1 1 2 2 2 2 2 2 3 1 3 1 1 3 1 1 2 1 1 2 2 4 1 1 1 1 3 2 1 2 3 2 2 2 1 2 3 2 1 1 4 3 1 2 1 1 1 1 4 1 1 1 4 1 1 1 2 1 1 3 1 2 1 3 2 1 2 1 1 1 3 4 1 2 1 1 2 1 3 1 1 3 1 2 1 1 1 1 1 1 1 1 9 2 1 2 1 1 1 2 2 2 1 5 2 3","56"
"LCE","6","GCM GJA RTB SAP TGU UII","1 1 2 1 1 1","3"
"LCG","6","BCN GVA LPA MAD MXP TFN","1 1 1 2 1 2","5"
"LCH","2","DFW IAH","1 1","2"
"LCJ","12","AGP ALC AYT BGY BHX BJV BOJ CRL DUB KBP STN TIA","1 1 3 1 1 1 1 1 1 1 1 1","4"
"LCK","11","CHS EYW FLL JAX MYR PGD PIE SAV SFB SRQ VPS","1 1 1 1 1 1 1 1 1 1 1","1"
"LCR","2","ACR LET","1 1","1"
"LCX","7","CAN CSX CTU KMG NKG PKX PVG","1 1 1 1 1 1 1","4"
"LCY","29","AGP AMS BCN BER BHD CMF DUB EAS EDI EGC FAO FLR FRA GCI GLA GVA IBZ IOM JSI LIN LUX MAD NCE OLB PMI RTM SPU TLN ZRH","1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2","8"
"LDB","6","BPS CGH CWB GRU MCZ VCP","1 2 1 1 1 1","3"
"LDE","13","BGY CIA CRL CTA DUB FCO KRK LIS MLA NAP ORY PMO STN","1 1 1 1 1 1 1 1 1 1 1 1 1","2"
"LDG","1","VKV","1","1"
"LDH","4","NTL OOL PQQ SYD","1 1 1 1","2"
"LDN","1","KTM","1","1"
"LDS","7","CAN DLC HEK HRB PKX PVG SHE","1 1 1 1 1 1 1","4"
"LDU","2","BKI SDK","1 1","1"
"LDX","3","CAY GSI MPY","1 1 1","1"
"LDY","6","BHX EDI GLA LHR LPL MAN","1 1 1 1 1 1","3"
"LEA","1","PER","1","1"
"LEAG","1","JCU","1","1"
"LEB","2","BOS HPN","1 1","1"
"LEC","1","SSA","1","1"
"LED","116","ABA AER ALA ARH ASF AYT AZN BAX BEG BHK BJV BKK BQT BSZ BUS CEE CEK CIT CMB CMN CSY CXR DLM DME DXB DYU EVN FEG GDZ GME GOJ GRV GSV GYD HKT HMA HRG IAR IJK IKA IKT IST IWA JOK KEJ KGD KJA KLF KMW KRO KRR KSQ KVK KVX KZN LBD MCX MIR MMK MQF MRV MSQ NAL NBC NJC NMA NNM NOJ NOZ NQZ NSK NUX NYM OGZ OMS OSS OSW OVB OVS PEE PEK PEZ PVG REN RGK RMZ SAW SCW SGC SKD SKX SLY SSH STW SVO SVX SYX TAS TBS TBW TFU TJM TJU TLV TMJ TOF UCT UFA UGC ULV UWWW VGD VKO VOG VVO YKS","1 4 1 2 1 4 1 1 1 2 1 1 1 1 1 1 4 1 1 1 1 1 1 1 2 2 3 1 3 1 2 1 1 3 2 1 3 1 1 3 2 3 2 1 1 5 2 2 1 1 4 1 1 1 3 2 2 1 2 1 2 2 1 1 1 3 1 1 1 2 1 1 1 1 2 2 1 3 1 3 1 1 1 3 2 1 2 2 2 5 2 1 4 1 5 4 1 4 3 1 1 3 1 1 2 1 1 3 2 1 4 1 5 3 1 1","51"
"LEI","23","BCN BHX BRS BRU BUD CRL LBA LGW LPA LPL LTN LUX MAD MAN MLN OPO ORY PMI PRG RTM SEN STN SVQ","2 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1","11"
"LEJ","14","AYT BJV BOJ DJE FNC FRA FUE HER HRG LPA MIR PMI TFS VIE","4 1 1 1 1 1 2 1 2 1 1 2 1 1","11"
"LEL","2","DRW GOV","1 2","3"
"LEN","6","AGP BCN IBZ LPA MAH PMI","1 1 1 1 1 1","1"
"LEQ","1","ISC","1","1"
"LER","1","PER","1","1"
"LET","5","BOG LCR LPD SJE TCD","2 1 1 1 1","3"
"LEU","2","MAD PMI","1 1","1"
"LEV","1","SUV","1","1"
"LEX","19","ATL CLT DCA DEN DFW DTW FLL LAS LGA MIA MSP MYR ORD PGD PHL PIE SFB SRQ VPS","1 2 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1","6"
"LFM","5","AWZ BND MHD SYZ THR","1 1 1 1 2","5"
"LFQ","17","CAN CGQ CKG CSX DLC HET HGH HRB KMG NGB NKG PEK PVG SZX TFU TSN WUH","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1","6"
"LFR","2","CCS PMV","2 1","2"
"LFT","4","ATL CLT DFW IAH","1 1 1 1","3"
"LFW","34","ABJ ABV ACC ADD BGF BJL BKO BRU BZV CDG CKY CMN COO DLA DSS EWR FIH FNA IAD LBV LOS NBJ NBO NDJ NIM NKC NSI OUA OXB PNR RAI ROB SSG TMS","2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1","8"
"LGA","88","ACK ALB ATL AUA AVL BGR BHM BNA BOS BTV BUF BZN CAE CHA CHO CHS CLE CLT CMH CVG DAL DCA DEN DFW DSM DTW ECP EYW FCA FLL GRR GSO GSP HHH HOU HSV HYA IAD IAH ILM IND JAX LEX LIT MCI MCO MDW MEM MIA MKE MSN MSP MSY MVY MYR NAS OKC OMA ORD ORF ORH PBI PIT PNS PWM RDU RIC ROA ROC RSW SAV SDF SJU SLC SRQ STL SYR TPA TUL TVC TYS VPS XNA YHZ YTZ YUL YYC YYZ","3 1 3 1 2 2 1 4 3 2 2 2 2 1 2 3 3 3 2 1 1 3 4 3 2 2 1 2 1 3 2 2 2 1 1 1 1 1 3 2 2 2 1 2 2 5 1 2 3 1 2 1 3 2 2 1 2 2 4 2 1 3 2 2 2 5 2 2 1 2 2 1 1 1 1 3 1 2 2 2 1 1 2 2 1 4 1 5","12"
"LGB","4","HNL OGG SEA SLC","1 1 1 2","4"
"LGG","2","LPA TFS","1 1","1"
"LGI","3","NAS SML ZSA","2 1 1","2"
"LGK","9","BLR DXB JHB KUL PEN SIN SZB TAS WAW","1 1 1 3 2 2 3 1 1","9"
"LGL","3","BBN MUR MYY","1 1 1","1"
"LGS","6","AEP BHI CRD MDZ NQN PMY","1 1 1 1 1 1","2"
"LGW","231","AAL ABV ABZ ACC ACE ADB ADD AES AEY AGA AGP ALC AMD AMS ANU ARN ASB ATH ATQ AYT BAH BCN BDS BER BES BFS BGI BGO BHD BIA BIO BIQ BJL BJV BKK BLL BOD BOJ BOS BRI BSL BUD BVC BZO CAG CAN CDG CFU CGN CGO CHQ CMB CMF CMN CPH CPT CTA CUN DBV DLM DOH DSS DUB DUS DXB EBB EBL EDI EFL FAE FAO FCO FDH FLR FNA FNC FRA FSC FUE GCI GDN GEO GIB GLA GNB GND GOT GOX GRO GRZ GVA GYD HAM HEL HER HKT HRG IBZ INN INV IOM ISB IST IVL JED JFK JMK JSI JTR KAO KEF KGS KIN KLX KRK KTT KUL LCA LEI LIN LIS LJU LOS LPA LRH LRM LXR LYS MAD MAH MBJ MCO MED MJT MLA MLB MPL MRS MRU MUC MXP NAP NBE NBO NCE NQY NTE OHD OLB OPO ORK OSL OTP OVD PEK PFO PMI PMO POS PRG PRO PSA PUJ PUY PVG PVK RAK RBA REU RHO RIX RMF RMI RMU RNS RVN SAW SCQ SCR SHJ SID SIN SKB SKG SMI SNN SOF SPC SPU SSH STR SUF SVG SVQ SXB SZG TAB TAO TAS TFS TFU TGD TIA TIV TLL TLS TLV TNG TOS TPA TRD TRN TTU TUN UVF VCE VIE VLC VRN WAW WRO XRY YHZ YOW YUL YVR YYT YYZ ZAD ZRH ZTH","1 1 1 1 4 2 1 1 1 4 6 6 1 1 1 1 1 3 1 7 2 2 1 1 1 1 2 1 1 1 1 1 2 2 2 1 2 3 1 2 1 3 1 1 1 1 2 4 2 1 3 1 3 1 2 1 2 2 3 5 1 1 1 2 1 1 1 1 3 1 4 1 1 1 1 3 1 1 4 1 1 1 1 2 4 1 1 1 2 1 5 1 1 1 5 1 3 4 3 1 1 1 2 2 2 1 1 3 2 2 3 4 1 3 2 2 1 4 1 1 2 1 1 4 1 1 2 3 3 4 1 2 1 1 4 1 2 1 2 1 1 3 2 1 2 1 1 1 2 3 1 2 1 1 1 4 4 1 1 2 2 1 2 2 1 2 4 1 3 4 2 1 1 1 1 3 1 1 2 1 2 1 1 4 1 1 2 1 3 5 1 1 1 3 1 4 1 1 2 4 1 1 1 1 2 2 1 2 1 1 1 4 1 2 1 1 3 3 4 1 1 1 1 1 1 1 1 1 1 2 3","58"
"LHE","22","BAH BGW BKK BSZ CAN CMB DMM DXB GYD ISB IST JED KDU KHI LHR MAN MCT MHD NJF RUH TAS UET","2 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 3 3 1 3 2 1","19"
"LHG","1","WGE","1","1"
"LHN","1","CNF","1","1"
"LHR","230","ABV ABZ ACC ADD AGP ALA ALG AMM AMS ANU ARN ATH ATL AUH AUS BAH BCN BDA BDS BEG BER BEY BGI BHD BIO BJV BKK BLL BLQ BLR BNA BOG BOM BOS BRU BSL BUD BWI BWN CAI CAN CDG CFU CHQ CKG CLT CMB CMN CPH CPT CSX CUN CVG DAC DBV DEL DEN DFW DLM DMM DND DOH DTW DUB DUS DXB EDI EFL EWR EZE FAO FCO FLR FRA FSC GCI GCM GIB GIG GLA GND GOT GRU GVA GYD HAJ HAK HAM HAN HEL HER HKG HKT HND HYD IAD IAH IBZ ICN INN INV IOM ISB IST JED JFK JMK JNB JTR KEF KGL KOI KRK KUL KWI LAS LAX LCA LDY LHE LIN LIS LJU LOS LSI LUX LXR LYS MAA MAD MAN MBJ MCO MCT MEL MEX MIA MLA MLE MRS MSP MSY MUC MXP NAP NAS NBO NCE NCL NOC NUE OLB ORD ORK ORY OSL OTP PDL PDX PEG PEK PER PFO PHL PHX PIT PKX PLS PMI PMO PRG PRO PSA PVG PVK RAK RDU RHO RMI RUH SAN SCL SCQ SEA SFO SGN SIN SJO SKG SLC SNN SOF SPU STL STR SVD SVQ SYD SZG SZX TAO TAS TBS TFS TFU TIA TIV TLS TLV TOS TPA TPE TSN TUN VCE VIE VLC WAW WUH XIY YHZ YOW YUL YVR YYC YYZ ZAG ZRH ZTH ZYL","2 1 1 1 1 1 1 2 2 1 2 2 3 2 1 2 2 1 1 1 2 1 2 1 1 1 2 1 1 3 1 1 4 5 2 1 1 1 1 2 1 2 1 1 1 1 1 1 2 2 1 1 1 1 1 4 2 2 1 1 1 2 1 2 2 3 1 1 2 1 1 2 1 3 1 1 1 1 1 1 1 1 2 2 1 1 1 2 1 1 1 2 1 3 1 3 2 1 3 1 1 1 1 2 1 5 1 2 1 2 1 1 1 2 1 2 4 1 1 1 1 2 1 2 1 1 1 1 1 2 1 1 2 1 2 2 3 1 3 1 1 1 3 1 1 1 2 1 1 1 1 1 3 1 1 2 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 3 1 1 1 4 3 1 3 1 1 1 1 2 2 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 2 1 2 2 1 1 1 2 1 2 1 1 1 1 2 2 2 3 2 2 1 1","84"
"LHW","98","AAT ACF AKA AKU BKK BPL CAN CGO CGQ CKG CSX CTU CZX DHH DLC DMK DNH DSN DYG ENH ENY FOC FYN HAK HET HFE HGH HIA HKG HMI HNY HRB HTN HZG IQN JBK JGN JHG JIC JJN JUH JUZ KHG KHN KMG KRL KRY KUL KWE KWL LFQ LJG LNL LXA LYA LYG MIG NGB NGO NKG NNG PEK PKX PVG QSZ SHA SHE SHF SHS SIN SJW SWA SYX SZX TAO TEN TFU TNA TSN TYN URC UYN VTE WDS WGN WMT WNZ WUH WUX WXN XFN XMN YIH YIN YTY YZY ZUH ZYI","1 1 1 2 2 1 6 5 2 2 8 3 1 1 4 2 5 1 1 1 1 4 1 8 2 1 8 2 3 1 1 2 2 1 6 1 4 1 2 1 1 1 3 3 6 2 1 2 4 2 1 1 3 1 1 1 1 1 1 4 1 2 4 6 1 4 2 1 1 1 3 2 4 6 2 1 6 3 5 2 7 1 1 1 1 1 1 4 1 1 1 5 1 1 2 2 2 1","31"
"LIF","5","GEA MEE NOU TGJ UVE","2 2 1 1 2","2"
"LIG","15","AGP AJA BCN BRS EMA FCO LBA LYS MAH MAN MRS ORY PMI RAK STN","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1","3"
"LIH","15","DEN HNL KOA LAS LAX OAK OGG PDX PHX SAN SEA SFO SJC SMF YVR","1 2 1 1 5 2 2 1 1 1 2 2 2 1 1","7"
"LIJ","12","CAN CKG CSX HSN KMG KWE PEK PVG SZX TAO TFU XIY","1 1 1 1 1 1 1 1 1 1 1 1","8"
"LIK","2","KWA WTE","1 1","1"
"LIL","57","ACE AGA AGP AJA ALC ALG ATH BCN BIA BIQ BJA BOD BOJ BRI BSL CFU CIY CLY DBV DSS FAO FCO FEZ FSC FUE GPA GVA HER LPA MAD MAH MIR MPL MRS NCE OLB OPO ORN PGF PMI PMO QSF RAK RDZ RHO RMU SPU SVQ TFS TGD TLM TLN TLS TUN VAR VCE VLC","1 1 1 1 1 2 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1","9"
"LIM","69","AEP AMS ANF ANS AQP ASU ATA ATL AUA AYP AYX BCN BOG BSB CDG CHH CIX CJA COR CTG CUN CUZ CWB EWR EZE GIG GRU GYE HUU IAH IGR IQT JAE JAU JFK JUL LAX LPB MAD MBJ MDE MDZ MEX MIA MVD MZA PCL PEM PIU POA PTY PUJ ROS SAL SCL SDQ SJO SLA SLC TBP TCQ TGI TPP TRU TYL UIO VVI YUL YYZ","4 1 1 1 3 1 1 2 1 2 1 1 3 1 1 1 3 3 1 2 1 3 1 1 3 1 3 2 2 1 1 3 2 2 1 2 2 2 4 1 2 1 3 3 1 1 3 1 2 1 1 3 1 1 6 1 1 1 1 2 2 1 4 3 2 3 2 2 2","34"
"LIN","50","AHO AMS AOI ARN BCN BDS BER BHX BRI BRU CAG CDG CPH CTA DUB DUS EBA EDI FCO FOG FRA FSC HEL IBZ LCY LGW LHR LIS LMP LPA LUX MAD MAN MLA MUC NAP OLB OPO ORY PMI PMO PNL REG RHO RLG SPU STR SUF TFS VIE","1 3 1 1 1 2 1 1 1 3 1 3 2 1 1 2 1 1 1 1 3 1 1 2 2 1 1 1 2 1 2 1 1 1 3 1 1 1 2 2 1 1 1 1 1 1 1 1 1 2","20"
"LIO","3","BOC SJO TTQ","1 1 1","1"
"LIQ","2","BMB GMA","1 1","1"
"LIR","31","ATL BOS BWI CLT DEN DFW DTW EWR FLL HOU IAH JFK LAX MIA MSP NOB ORD PHL SEA SFO SJO TMU TNO XQP YOW YUL YVR YWG YYC YYZ ZRH","1 2 1 1 2 2 1 1 1 1 1 2 3 1 2 1 2 1 1 2 1 1 1 1 1 3 2 1 1 4 1","14"
"LIS","72","ALG AMS ATH BEG BER BRU CCS CDG CGN CLJ CPH CWB DJE DOH DSS DUS ESB EWR FCO FLN FNC FOR FRA GIG GLA HAJ HAM HEL IAD IBZ KEF KRK LDE LHR LIN LPL LUX MAD MAH MAO MCO MCZ MIR MRU MUC NBJ NCL NDR NTE ORY PHL PKX PMI PMO POA PUJ PXO SFB SID SLZ SMA SSA STR TIA TLV TSF TUN VNO YHZ YUL YYZ ZNZ","1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 2 1 1 1 1 1 2 1 1 1 1 2 2 1","40"
"LIT","19","ATL BNA CLT DAL DCA DEN DFW HOU IAH LAS LGA MCO MIA ORD PHX PIE SFB SLC VPS","1 1 2 1 1 4 2 1 1 1 2 1 1 2 2 1 1 1 1","9"
"LIW","4","HEH MDL NYT RGN","3 2 1 5","5"
"LIX","2","LLW MFU","1 1","1"
"LJA","1","FIH","1","1"
"LJG","59","BKK CAN CGO CKG CSX CTU CZX DLC DZH FOC HAN HFE HGH HIA HJJ HKG HNY HPH INC JHG KHN KMG KWE KWL LHW LUM LXA LZO MIG NGB NKG NNG PEK PKX PVG SGN SHA SHE SJW SWA SZX TFU TNA TSN TYN WDS WNZ WUH WUX XFN XIY XMN YBP YCU YNT YNZ ZAT ZUH ZYI","1 4 3 3 5 1 1 1 1 1 1 1 3 1 1 1 1 1 1 4 2 1 3 1 1 1 1 2 1 2 4 1 1 2 4 1 1 2 1 1 5 6 2 2 2 1 2 3 2 1 3 2 1 1 1 1 1 2 1","22"
"LJU","34","AMS ATH BCN BEG BRU CDG CPH DXB EDI FRA HEL HRG INI IST LGW LHR LPA LTN LUX MAD MAN MIR MUC ORY PRN RIX SAW SKP TFS TGD TIV TLV WAW ZRH","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1","26"
"LKA","1","KOE","1","1"
"LKB","1","SUV","1","1"
"LKE","11","CAG8 CXH CYAL DHB FBS LPS RCE RSJ WSX YWH ZNA","1 1 1 1 1 1 1 1 1 2 1","2"
"LKG","3","LOK RBX WIL","1 1 1","1"
"LKH","2","MUR MYY","1 1","1"
"LKI","2","BTJ KNO","1 2","2"
"LKL","2","OSL TOS","1 1","2"
"LKM","2","GTO MDC","2 2","2"
"LKN","6","BOO OSL RET SKN SVJ TOS","1 1 1 1 1 1","1"
"LKO","16","AUH BHO BOM DEL DMK DXB HYD JED JRG KQH KUL MCT NMI PNQ RKT RUH","1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1","9"
"LKY","8","ARK DAR HTMR MWZ SEU TZ-0048 TZ-0145 ZNZ","2 2 1 1 2 2 1 2","2"
"LLA","5","ARN GOT ORY PJA ZRH","2 1 2 1 1","6"
"LLB","2","ACX WMT","1 1","1"
"LLF","3","HAK PKX XIY","1 1 1","2"
"LLI","4","ADD AXU BJR GDQ","1 1 1 1","1"
"LLJ","1","CGK","1","1"
"LLK","1","VKO","1","1"
"LLM","1","HIR","1","1"
"LLO","1","UPG","1","1"
"LLU","2","JJU JNN","1 1","1"
"LLV","16","CKG HAK HGH HRB INC KMG KWE NKG PEK PKX PVG SHE TFU TSN WUH XIY","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2","9"
"LLW","11","ADD BLZ DAR EBB HRE JNB LIX LUN MFU MYZ NBO","1 1 1 1 1 2 1 2 2 1 2","6"
"LMA","1","FAI","1","1"
"LMC","2","BOG VVC","2 1","2"
"LML","2","KWA MAJ","1 1","1"
"LMM","10","CSW CUU GDL LAP LTO MEX MTY MXL SJD TIJ","1 1 1 2 1 2 1 1 1 1","6"
"LMN","4","BKI KCH LWY MYY","1 1 1 1","1"
"LMP","10","BGY BLQ CTA LIN MXP NAP PMO TPS VCE VRN","1 1 1 1 2 2 1 1 1 1","6"
"LMU","2","BTH TNJ","1 1","2"
"LMV","0","","","11"
"LMY","3","BOT OBX UNG","1 1 1","1"
"LNB","1","VLI","1","1"
"LNE","2","SON VLI","1 1","1"
"LNJ","4","KMG PKX PVG TFU","1 1 1 1","1"
"LNK","6","DEN DFW LAS MCO ORD PHX","1 1 1 1 2 1","3"
"LNL","10","DNH HAK HGH KWE LHW PKX PVG TAO URC XIY","1 1 1 1 3 1 1 1 1 1","6"
"LNO","2","LVO PER","1 2","2"
"LNS","4","IAD MCO ORD PIT","1 1 1 1","3"
"LNU","4","BPN LBW LPU TRK","1 1 1 1","2"
"LNV","4","CNS KVG POM RAB","2 1 2 2","3"
"LNY","3","HNL MKK OGG","2 1 1","2"
"LNZ","9","ALC AYT BRI FRA HER HRG KGS PMI STN","1 1 1 1 1 1 1 1 1","4"
"LOD","2","SON VLI","1 1","1"
"LOE","1","DMK","1","1"
"LOH","1","UIO","1","1"
"LOK","3","EDL LKG WIL","1 1 3","4"
"LOO","2","ALG BUJ","1 1","1"
"LOP","14","BMU BPN BWX CGK DPS KUL LBJ SIN SUB SWQ TMC UPG WGP YIA","1 1 1 7 2 3 1 1 3 1 1 1 1 1","12"
"LOS","55","ABB ABJ ABV ACC ADD AKR AMS ANU ATL AUH BEY BGI BJL BNI CAI CBQ CDG CMN COO DAR DLA DNAN DNBK DNBY DOH DSS DXB EBB ENU FIH FNA FRA IAD IBA ILR IST JFK JNB JOS KAD KAN KGL LBV LFW LGW LHR MXP NBJ NBO PHC QOW QRW QUO ROB SSG","4 3 10 4 1 2 1 1 1 1 1 1 1 4 1 4 1 1 1 1 2 2 1 1 1 1 1 1 7 1 2 1 1 1 2 1 1 2 2 1 5 1 2 1 1 2 1 1 1 6 5 2 4 1 1","36"
